job_id,company_name,job_title,tag_list,location,three_reasons,description
saigon-technology:senior_nodejs_developer,saigon-technology,Senior NodeJS Developer,"['NodeJS', 'MySQL', 'MongoDB']","17th Floor, 36 Tran Quoc Toan, Hai Chau, Da Nang","Attractive salary, benefits, hybrid working
Technical training sessions (internal – external)
PVI Healthcare insurance","Work directly with US/EU clients to implement features of system
Assist with application architecture design and implementation.
Develop web services and unit test
Adhere to and recommend improvements to project coding standards.
Work in a team environment with shared code; disciplined use of source code control and process documentation.
Solve technical problems
Have experience in NestJS projects
ExpressJS, Restful API, Microservices, Serverless
Experience in MongoDB and one of relational databases MySQL, Postgresql
Architecture, algorithm knowledge
Good at verbal/non verbal English, able to work in an international environment
Good at analyzing & problem-solving skill
Attractive salary (13th-month salary, salary review twice/year) and project bonus
Bonus programs for candidate referral, technical article writing
Interest-free loan support for personal plan
Allowance for sickness, maternity and paternity and Periodic health examination
PVI health care program The staff of the quarter and year reward
A professional English-speaking working environment with Agile – Scrum model
Hybrid Working Model: Flexible working time and WFH support.
Surrounded with friendly, open-minded, young and supportive colleagues Annual company trip and regular team-building parties, party celebration (Christmas, Birthday, Mid-autumn,...), Sports clubs (football, badminton, swimming …)
Sponsor examination fee for professional certificates (AWS, Azure, IELTS, PMP, Scrum Master,...)
Sponsor fee for joining any technical training sessions and courses.
Free English workshops"
saigon-technology:middle_devops_engineer_awsazure,saigon-technology,Middle DevOps Engineer (AWS/Azure),"['DevOps', 'AWS', 'Azure']","17th Floor, 36 Tran Quoc Toan, Hai Chau, Da Nang","Attractive salary, benefits, hybrid working
Technical training sessions (internal – external)
PVI Healthcare insurance","Support deploy, and configure tooling to support continuous integration and continuous delivery pipelines
Engage in projects as needed, work collaboratively with other team members, communicate effectively, and contribute to team success
Collaborate in technical discussions both internally and with external customer teams
Support a future customer-facing teams with root cause analysis and resolution of escalated technical issues
Experience with public cloud providers (AWS/Azure/GCP)
Experience with following languages:  powershell script, bash script
Experience with at least one of programming languages: Java, .NET, NodeJS, Python...
Experience with databases, for example PostgresSQL and/or MS SQL
Experience with Docker or another container based system
Experience with monitoring tools: Zabbix, Grafana, Prometheus
Experience with logging system
MUST be good at verbal/non verbal English
Experienced with message broker, queue like RabbitMQ, Kafka, Redis, ...
Experience with one of the following tools: Ansible, Team City
Willing to work over the weekend to when production server have issues
Experience to migrate on-premise system into cloud
Attractive salary (13th-month salary, salary review twice/year) and project bonus
Bonus programs for candidate referral, technical article writing
Interest-free loan support for personal plan
Allowance for sickness, maternity and paternity and Periodic health examination
PVI health care program The staff of the quarter and year reward
A professional English-speaking working environment with Agile – Scrum model
Hybrid Working Model: Flexible working time and WFH support.
Surrounded with friendly, open-minded, young and supportive colleagues Annual company trip and regular team-building parties, party celebration (Christmas, Birthday, Mid-autumn,...), Sports clubs (football, badminton, swimming …)
Sponsor examination fee for professional certificates (AWS, Azure, IELTS, PMP, Scrum Master,...)
Sponsor fee for joining any technical training sessions and courses.
Free English workshops"
saigon-technology:middle_angular_developer_javascript_css_html5,saigon-technology,"Middle Angular Developer (JavaScript, CSS, HTML5)","['Angular', 'CSS', 'JavaScript']","17th Floor, 36 Tran Quoc Toan, Hai Chau, Da Nang","Attractive salary, benefits, hybrid working
Technical training sessions (internal – external)
PVI Healthcare insurance","Work directly with clients to clarify requirements
Build UI components for maximum performance and reusability
Write clean and maintainable code that follows modern programming principles
Work and collaborate with the rest of the engineering team
Leverage open source and other technologies and languages outside of the framework should the need arise
Provide technical support and training to colleagues on various aspects
Standard knowledge of JavaScript, CSS, HTML5
At least 2 years of component development expertise with Angular 2+
Experience developing highly interactive applications
Good at English communication
Experience with GIT source control, Agile process
Have experience in Nginx or Nodemon, GraphQL
AWS
Angular Universal
AngularJs migration
Attractive salary (13th-month salary, salary review twice/year) and project bonus
Bonus programs for candidate referral, technical article writing
Interest-free loan support for personal plan
Allowance for sickness, maternity and paternity and Periodic health examination
PVI health care program The staff of the quarter and year reward
A professional English-speaking working environment with Agile – Scrum model
Hybrid Working Model: Flexible working time and WFH support.
Surrounded with friendly, open-minded, young and supportive colleagues Annual company trip and regular team-building parties, party celebration (Christmas, Birthday, Mid-autumn,...), Sports clubs (football, badminton, swimming …)
Sponsor examination fee for professional certificates (AWS, Azure, IELTS, PMP, Scrum Master,...)
Sponsor fee for joining any technical training sessions and courses.
Free English workshops"
tyme:middlesenior_business_analyst_digital_bank_builder,tyme,Middle/Senior Business Analyst - Digital Bank Builder,"['Business Analyst', 'English', 'Scrum']","Level 5 - 6, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Phu Ward, Thu Duc City, HCMC., Thu Duc City, Ho Chi Minh","Excellent environment and team to help you grow.
Competitive salary and learning culture.
Premium health care for you and your family.","Innovation-Driven Environment: Work with the latest technologies including Serverless aspects of AWS Cloud, AI-augmented engineering, microservices, Java, and Python.
Impactful Work: Contribute to projects that directly influence financial inclusivity and access in emerging markets.
Collaborative Culture: Be part of a dynamic team that values collaboration, continuous learning, and personal growth.
Competitive Benefits: Enjoy a comprehensive benefits package, opportunities for professional development, and a supportive work-life balance.
Learning and Development: Access to SMART goals, technical seminars, conferences, career talks, and overseas training to accelerate your career advancement and ensure continuous growth.
Ensure everybody, who are involved in building and running the product are on the same page in terms of scope of works and requirements. To do that, you'll frequently engage with several stakeholders to understand the business needs, form-up a holistic product picture then transform it into functional requirements to work backward with the product engineer.
Facilitate the solutioning process. Throughout the accomplishment of 1st mission, you will play the key role of banking knowledge keeper whereas you're going to use it to facilitate the solutioning process with product engineers. A successful mission will look like this 1) team's solution will solve the whole picture not a few aspects of it 2) cover the impacts of the solutions on other areas 3) keep the balance point between the technical difficulties and the trade-off to the business needs.
Execute the TymeGroup's multi-X strategy. It's relatively straightforward to define the requirements for a single country, it's getting headache also exciting at the same time to bring over that requirement and apply to the other countries given the localization differences. The multi-X mission requires the next level of your brain to abstract and conceptualize the requirements so that once you build for a country you will be able to replicate it for next country.
At least 5 years working as a hands-on business analyst dedicatedly.
Got hands-on experience in building the digital bank's features.
Proficient in English (writing, reading, speaking, and listening).
Possess well-seasoned business analyst competencies and skillset. The most important ones are Logical Thinking, Critical Thinking, Analytical Thinking and Problem Solving
Meal and parking allowances are covered by the company.
Full benefits and salary rank during probation.
Insurances such as Vietnamese labor law and premium health care for you and your family.
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development.
Values-driven, international working environment, and agile culture.
Overseas travel opportunities for training and work-related.
Internal Hackathons and company events (team building, coffee run, etc.).
Pro-Rate and performance bonus.
15-day annual + 3-day sick leave per year from the company.
Work-life balance 40-hr per week from Mon to Fri.
Work with the product teams who at the tip of their fingers the latest understanding of the digital banking sector and what they’ll do to further the multi-country bank builder’s vision.
Work with a top-market BA community with regard to skillset, practices and technologies whereby the support for your professional career path will be assured.
Work with multi-national colleagues around the globe, this opportunity alone guarantees you a big competitive advantage in terms of leveling up your professional English communication."
tyme:middlesenior_python_developer,tyme,Middle/Senior Python Developer,"['Python', 'C#', 'Java']","Times Tower, 35 Le Van Luong, Nhan Chinh ward, Thanh Xuan, Ha Noi","Excellent environment and team to help you grow.
Competitive salary and learning culture.
Premium health care for you and your family.","Design, develop, and maintain new data pipeline architecture to support multiple purposes from Analytics, Data Warehouse, and Machine Learning.
Identify, review, and re-design data infrastructure to improve data acquisition, data processing, and data visualization processes.
Manipulate and analyze complex data sets on different data sources (databases, data marts, change capture, backup,...) to meet business requirements.
Design and build analytics tools to provide real-time and non-real-time insights into customers’ origination, operation, and systems executions.
Ensure data security and data governance with proper tools and techniques via building and maintaining Feature Stores and ML Model Stores.
Are able to identify and resolve problems/bottlenecks and find suitable solutions.
Are open to exploring new technologies.
Are passionate about setting high standards, and shipping quality software.
Like to communicate - in email, on Slack but best in person…
Are inspiring to work for/with.
Can help non-developers understand - and engage with - the product development process.
Constantly strive to find/come up with better ways to do things.
Want to keep learning and love sharing knowledge.
From 3+ years to 5+ years of backend development experience with either Java, C#, and Python.
Willingness to specialize in Python as a default programming language for backend microservice and dataprocessing.
Good knowledge of Kafka internals, and Kafka ecosystems such as Kafka Stream, and Kafka Connect.
Experience building data pipeline and cluster optimization via PySpark, and Pandas.
Experience using data engineering tools such as Databricks, SageMaker, Nifi, and Airflow.
SQL and NoSQL Database design and operational skills.
Exposure to ORM, Transactional Handling, Idempotency, Data Partitioning, Concurrency/Co-routine,Serverless computing, Webserver, Testing, and Infrastructure as Code.
Good English communication skills, both written and oral.
Passionate about technology.
Independent but also a good team player.
Comfortable with a high degree of ambiguity.
Focused on usability and speed.
Keen on presenting your ideas to your peers and management.
Meal and parking allowances are covered by the company.
Full benefits and salary rank during probation.
Insurances such as Vietnamese labor law and premium health care for you and your family.
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development.
Values-driven, international working environment, and agile culture.
Overseas travel opportunities for training and work-related.
Internal Hackathons and company events (team building, coffee run, etc.).
Pro-Rate and performance bonus.
15-day annual + 3-day sick leave per year from the company.
Work-life balance 40-hr per week from Mon to Fri."
tyme:senior_python_developer,tyme,Senior Python Developer,"['Python', 'Database', 'Java']","Level 5 - 6, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Phu Ward, Thu Duc City, HCMC., Thu Duc City, Ho Chi Minh","Excellent environment and team to help you grow.
Competitive salary and learning culture.
Premium health care for you and your family.","Design, develop, and maintain new data pipeline architecture to support multiple purposes from Analytics, Data Warehouse, and Machine Learning.
Identify, review, and re-design data infrastructure to improve data acquisition, data processing, and data visualization processes.
Manipulate and analyze complex data sets on different data sources (databases, data marts, change capture, backup,...) to meet business requirements.
Design and build analytics tools to provide real-time and non-real-time insights into customers’ origination, operation, and systems executions.
Ensure data security and data governance with proper tools and techniques via building and maintaining Feature Stores and ML Model Stores .
Are able to identify and resolve problems/bottlenecks and find suitable solutions.
Are open to exploring new technologies.
Are passionate about setting high standards, and shipping quality software.
Like to communicate - in email, on Slack but best in person…
Are inspiring to work for/with.
Can help non-developers understand - and engage with - the product development process.
Constantly strive to find/come up with better ways to do things.
Want to keep learning and love sharing knowledge.
From 3+ years to 5+ years of backend development experience with either Java, C#, and Python.
Willingness to specialize in Python as a default programming language for backend microservice and data processing.
Good knowledge of Kafka internals, and Kafka ecosystems such as Kafka Stream, and Kafka Connect.
Experience building data pipeline and cluster optimization via PySpark, and Pandas.
Experience using data engineering tools such as Databricks, SageMaker, Nifi, and Airflow.
SQL and NoSQL Database design and operational skills.
Exposure to ORM, Transactional Handling, Idempotency, Data Partitioning, Concurrency/Co-routine,Serverless computing, Webserver, Testing, and Infrastructure as Code.
Good English communication skills, both written and oral.
Passionate about technology.
Independent but also a good team player.
Comfortable with a high degree of ambiguity.
Focused on usability and speed.
Keen on presenting your ideas to your peers and management.
Meal and parking allowances are covered by the company.
Full benefits and salary rank during probation.
Insurances such as Vietnamese labor law and premium health care for you and your family.
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development.
Values-driven, international working environment, and agile culture.
Overseas travel opportunities for training and work-related.
Internal Hackathons and company events (team building, coffee run, etc.).
Pro-Rate and performance bonus.
15-day annual + 3-day sick leave per year from the company.
Work-life balance 40-hr per week from Mon to Fri."
tyme:cloud_engineer_aws_kafka,tyme,Cloud Engineer (AWS Kafka),"['AWS', 'Cloud']","Level 5 - 6, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Phu Ward, Thu Duc City, HCMC., Thu Duc City, Ho Chi Minh","Excellent environment and team to help you grow.
Competitive salary and learning culture.
Premium health care for you and your family.","Design, implement, and maintain streaming solutions using AWS Managed Streaming for Apache Kafka (MSK)
Monitor and manage Kafka clusters to ensure optimal performance, scalability, and uptime.
Configure and fine-tune MSK clusters, including partitioning strategies, replication, and retention policies.
Collaborate with our engineering teams to design and implement event-driven systems and microservices architectures.
Develop and maintain robust data pipelines to process and stream data in real-time using Kafka.
Ensure seamless integration between MSK/SQS/SNS and other AWS services such as Lambda, EventBridge Pipes, S3.
Analyze and optimize the performance of Kafka clusters and streaming pipelines to meet high-throughput and low-latency requirements.
Implement best practices for Kafka topic design, consumer group management, and message serialization (e.g., Avro).
Implement security best practices for MSK, including encryption, authentication, and access controls.
Ensure compliance with industry standards and regulations related to data streaming and event processing.
Set up comprehensive monitoring and alerting for Kafka clusters and streaming applications using AWS CloudWatch and Datadog.
Troubleshoot and resolve issues related to data loss, message lag, and streaming failures.
Design and implement data integration solutions to stream data between various sources and targets using MSK.
Lead data transformation and enrichment processes to ensure data quality and consistency in streaming applications
Bachelor's or Master's degree in Computer Science, Information Technology, or a related field.
Minimum of 5 years of experience in event-driven architectures and streaming solutions.
Proven experience with Apache Kafka, with at least 2 years specifically in AWS MSK.
Experience in designing and implementing high-throughput, low-latency streaming applications in AWS environments.
Strong understanding of Kafka internals, including partitions, brokers, consumer groups, and message serialization formats.
Proficiency in programming languages such as Java, Python, or Scala for building streaming applications.
Experience with AWS services like Lambda, Kinesis, S3, and IAM in conjunction with MSK.
Familiarity with CI/CD tools and practices, as well as IaC tools like CloudFormation, Terraform, or CDK.
Strong analytical and problem-solving skills, with a proactive approach to identifying and resolving issues.
Excellent communication and collaboration skills, with the ability to work effectively across teams.
AWS Certified Solutions Architect, AWS Certified Developer, or similar AWS certification
Strong analytical and problem-solving skills, with a proactive approach to identifying and resolving issues.
Excellent communication and collaboration skills, with the ability to work effectively across teams.
Ability to manage multiple priorities and projects in a fast-paced environment.
Passionate about technology.
Independent but also a good team player.
Comfortable with a high degree of ambiguity.
Focused on usability and speed.
Keen on presenting your ideas to your peers and management.
Meal and parking allowances are covered by the company.
Full benefits and salary rank during probation.
Insurances such as Vietnamese labor law and premium health care for you and your family.
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development.
Values-driven, international working environment, and agile culture.
Overseas travel opportunities for training and work-related.
Internal Hackathons and company events (team building, coffee run, etc.).
Pro-Rate and performance bonus.
15-day annual + 3-day sick leave per year from the company.
Work-life balance 40-hr per week from Mon to Fri."
tyme:senior_database_specialist_database_aws,tyme,"Senior Database Specialist (Database, AWS)","['Database', 'AWS', 'Cloud']","Level 5 - 6, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Phu Ward, Thu Duc City, HCMC., Thu Duc City, Ho Chi Minh","Excellent environment and team to help you grow.
Competitive salary and learning culture.
Premium health care for you and your family.","Database Management: Design, evaluate, consult, and deploy AWS-based database solutions, including RDS (MySQL, PostgreSQL, SQL Server, etc..), Aurora, DynamoDB and other database services that ensure high availability, scalability, and performance.
Performance Tuning: Monitor and optimize database performance, proactively identifying and resolving performance issues, resource utilization and scalability.
Backup & Recovery: Implement and manage robust AWS Backup, recovery and disaster recovery solutions, ensuring data integrity and availability.
Migration & Upgrades: Plan and execute database migration, upgrades, and data migration tasks with minimal downtime and description to services.
Collaboration: Work closely with development teams to optimize database schemas and queries for improved application performance to meet business requirements.
Security Management: Implement and enforce security measures to protect sensitive data and ensure compliance with data protection regulations
Consulting: Troubleshoot and resolve database-related issues, providing timely and effective technical support.
Stay updated with AWS best practices and industry trends, recommending and implementing improvements as needed.
Bachelor's or Master's degree in Computer Science, Information Technology, or a related field.
Proven work experience as a Database Administrator with a focus on AWS Cloud technologies
In-depth knowledge of AWS services related to databases, such as Amazon RDS, Amazon Aurora, Amazon DynamoDB, etc.
Proficiency in database administration, optimization, and performance tuning on AWS
Experience with database security and implementing access controls on the AWS platform
Strong understanding of data migration, backup, and disaster recovery strategies on AWS.]
Familiarity with scripting and automation using the AWS CLI, Python, or other relevant languages.
Excellent problem-solving skills and the ability to diagnose and resolve complex database issues.
Strong communication and collaboration skills to work effectively with cross-functional teams.
Experience in SDLC and Agile methodologies.
Ability to work independently and as part of a team.
Experience in the banking or finance industry is a plus.
AWS certification(s) related to database administration is a plus.
Passionate about technology.
Independent but also a good team player.
Comfortable with a high degree of ambiguity.
Focused on usability and speed.
Keen on presenting your ideas to your peers and management.
Meal and parking allowances are covered by the company.
Full benefits and salary rank during probation.
Insurances such as Vietnamese labor law and premium health care for you and your family.
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development.
Values-driven, international working environment, and agile culture.
Overseas travel opportunities for training and work-related.
Internal Hackathons and company events (team building, coffee run, etc.).
Pro-Rate and performance bonus.
15-day annual + 3-day sick leave per year from the company.
Work-life balance 40-hr per week from Mon to Fri."
tyme:midsenior_devops_engineer_cloud_aws,tyme,"Mid/Senior DevOps Engineer (Cloud, AWS)","['DevOps', 'AWS', 'Cloud']","Level 5 - 6, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Phu Ward, Thu Duc City, HCMC., Thu Duc City, Ho Chi Minh","Excellent environment and team to help you grow.
Competitive salary and learning culture.
Premium health care for you and your family.","Contribute to developing continuous delivery, automation, and building pipelines to create an excellent experience for developers and customers
Identify and develop opportunities to improve our processes and tools for automation
Learn new skills and help foster a continuous delivery and cloud-first mindset
Manage your day-to-day workload and requests using agile practices as part of a team and community
Periodic after-hours on-call support is required with over-time
Ability to travel occasionally (up to 10% of the year)
Bachelor's or Master's degree in Computer Science, Information Technology, or a related field.
Experience in managing Linux operating systems
Experience using Docker and container orchestration, such as ECS/EKS is a plus
Knowledge of one or more of the following AWS CloudFormation/Terraform/CDK for infrastructure provisioning.
Knowledge of the source control and its related concepts (Gitlab/Git flow, Trunk base, branches, etc.).
Experience with CI/CD tools (such as Jenkins, TeamCity, AWS CodePipeline, CodeDeploy) or configuration management tools (such as Ansible, Chef, Puppet..)
Familiarity with at least one programming language (Python, Bash, etc.).
Knowledge of networking, firewalls, load balancers, high availability, etc..
Good skills in English and the ability to communicate effectively with business and technical teams.
Demonstrate good logical thinking and problem-solving skills.
Be curious and self-learning attitude.
Experience in SDLC and Agile methodologies.
Ability to work independently and as part of a team.
Experience in the banking or finance industry
AWS certification(s) related to Advanced Networking
AWS Certified DevOps Engineer - Professional
Passionate about technology.
Independent but also a good team player.
Comfortable with a high degree of ambiguity.
Focused on usability and speed.
Keen on presenting your ideas to your peers and management.
Meal and parking allowances are covered by the company.
Full benefits and salary rank during probation.
Insurances such as Vietnamese labor law and premium health care for you and your family.
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development.
Values-driven, international working environment, and agile culture.
Overseas travel opportunities for training and work-related.
Internal Hackathons and company events (team building, coffee run, etc.).
Pro-Rate and performance bonus.
15-day annual + 3-day sick leave per year from the company.
Work-life balance 40-hr per week from Mon to Fri."
tyme:system_network_engineer_aws,tyme,System Network Engineer (AWS),"['System Engineer', 'AWS', 'Cloud']","Level 5 - 6, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Phu Ward, Thu Duc City, HCMC., Thu Duc City, Ho Chi Minh","Excellent environment and team to help you grow.
Competitive salary and learning culture.
Premium health care for you and your family.","Network Design: Design and implement AWS network architectures, including VPCs in multi-account architecture, NAT gateways, VPN, Direct Connect and Transit Gateway to meet business needs.
Security: Configure and manage network security features, including security groups, NACLs, VPN tunnels, DNS Firewall, Network Firewalls, Firewall manager to ensure secure access and data protection.
Connectivity: Establish and maintain reliable connectivity between on-premises environment and AWS using Direct Connection solutions, VPC Private Link, VPN Site-to-Site, and hybrid cloud solutions.
Monitoring & Optimization: Monitor network performance and security using AWS CloudWatch, VPC Flow Logs, etc.. and optimize network configuration for performance, cost, and reliability.
Troubleshooting: Diagnose and resolve network issues, including network latency, connectivity problems and security vulnerabilities, ensuring minimal downtime and optimal performance.
Automation: Develop and implement automation scripts (Python / Bash, etc..) to streamline network management tasks and configuration.
Collaboration: Work closely with Cloud Platform / DevOps, Security to design and implement integrated solutions that meet business objectives and enhance overall cloud networking infrastructure.
Compliance: Ensure network configuration comply with industry standards, regulator requirements, and organizational policies, including data privacy and security regulations.
Bachelor's or Master's degree in Computer Science, Information Technology, or a related field.
Proven work experience in system network engineering with a focus on AWS Cloud technologies.
Knowledge of network transmission principles, IP networks, wireless, routing, and quality of service fundamentals
Strong understanding of TCP/IP, OSI Model, DNS, Routing protocol, VPN, Firewall, Load Balancing.
In-depth knowledge of AWS networking services, including VPC Peering, VPC Private Link, Direct Connect, VPN, Route53, Transit Gateway, NACL, Firewall Manager, DNS Firewall, Network firewall, etc..
Experience with IaC tools such as AWS CloudFormation, Terraform or Ansible.
Familiarity with scripting and automation using the AWS CLI, Python, or other relevant languages.
Excellent problem-solving skills and the ability to diagnose and resolve complex database issues.
Strong communication and collaboration skills to work effectively with cross-functional teams.
Knowledge of network security best practices, including encryption, access controls and threat management.
Experience in SDLC and Agile methodologies.
Ability to work independently and as part of a team.
Experience in the banking or finance industry is a plus.
AWS certification(s) related to Advanced Networking
Passionate about technology.
Independent but also a good team player.
Comfortable with a high degree of ambiguity.
Focused on usability and speed.
Keen on presenting your ideas to your peers and management.
Meal and parking allowances are covered by the company.
Full benefits and salary rank during probation.
Insurances such as Vietnamese labor law and premium health care for you and your family.
SMART goals and clear career opportunities (technical seminar, conference, and career talk) - we focus on your development.
Values-driven, international working environment, and agile culture.
Overseas travel opportunities for training and work-related.
Internal Hackathons and company events (team building, coffee run, etc.).
Pro-Rate and performance bonus.
15-day annual + 3-day sick leave per year from the company.
Work-life balance 40-hr per week from Mon to Fri."
fwd-vtc:senior_java_fullstack_developer,fwd-vtc,Senior Java Full-stack Developer,"['Java', 'NodeJS', 'ReactJS']","Long Tower, 101-103 Nguyen Cuu Van, Binh Thanh Dist., HCMC, Binh Thanh, Ho Chi Minh",#N/A,"Responsible for software development and maintenance of mission critical frontend trading systems for multiple BUs
Manage and lead up to medium scale project team, arrange project team resources assigned according to projects implementation plan.
Review current technology and drive ways to leverage and improve productivity
Perform systems administration and daily IT operation tasks
Select the right technology solutions for building the regional end-to-end sales platform.
Provide integration solution with other systems.
Translate user requirements to functional & technical specs, lead the project team members to perform the development according to confirmed technical specs.
Carry out feasibility study of requirements and functional specs with users and other functional stakeholders.
Perform the full SDLC cycle task, i.e. system design, development, testing, implementation, support, maintenance and enhancement
At least 8 years of Java development experience
Experience with modern programming language, Node.js, ReactJS, Java
Strong insurance knowledge, problem solving and analytical skills
Strong leadership experience. Proven track records in managing regional-based Front-end systems, preferably experiences in implementing IT systems/projects to multiple BUs.
Experience with CI/CD pipeline from frontend build perspective.
Deep appreciation of latest and emerging technologies and practice, such as DevOps, Cloud, Microservice Architecture and Mobile development.
Experience integrating with RESTful APIs
Knowledge of modern container technology, such as docker, K8s
Knowledge of modern authorization mechanisms, such as OAuth, JSON Web Token
Experience with common front-end development tools such as Webpack, NPM, etc.
Good command of spoken and written English
University degree in Computer Science or equivalent
Attractive salary and benefits
Extensive leave up to 21 days per year
Health insurance for employee + spouse & children
Professional and multi-culture working environment"
fwd-vtc:cyber_security_senior_manager,fwd-vtc,Cyber Security Senior Manager,"['Security', 'AWS', 'Azure']","Long Tower, 101-103 Nguyen Cuu Van, Binh Thanh Dist., HCMC, Binh Thanh, Ho Chi Minh",#N/A,"Support the Head of IT Security Engineering in define and maintain the IT Security Engineering framework for FWD Group.
Drive awareness and support to Group IT Security, Group IT and Business Units IT, to understand the IT Security Solutions and Processes, as well as their implications across the organization.
Drive IT Security Engineering Initiatives and Projects definition and implementation, selection of solutions and architecture, as well as define operations framework and its continuous improvement.
Partner with the Head of IT Security Engineering and Group CISO, through tracking and reporting function, to ensure regular updates to management on the IT Security Engineering Program and risks
Minimum 8 years working experience in IT Security Management role, preferably in Financial Services.
Regional experience in IT Security Technical or Engineering roles.
Degree from Information Technology or equivalent discipline.
Technical experience in Identify, Protect, Detect, Response or Recover areas.
A robust grasp of cloud security best practices, principles, and patterns. This should include knowledge of the Shared Responsibility Model and an understanding of how it impacts security posture.
In-depth knowledge of at least one major cloud service provider (e.g., AWS, Azure, GCP) with a comprehensive understanding of their service offerings, architecture, and security controls.
Experience with scripting and automation tools to streamline security operations.
Excellent interpersonal and influential skills to enable the implementation and enforcement of the IT Security Engineering program.
Good English communication and presentation skills.
Cloud security-related certifications such as Certified Information Systems Security Professional (CISSP),
Certified Cloud Security Professional (CCSP), or any cloud provider-specific security certifications.
Knowledge of vulnerability scanning tools and techniques, as well as experience with the remediation of identified vulnerabilities.
Knowledge of cloud networking constructs, security groups, network ACLs, and other network security methodologies.
Attractive salary and benefits
Extensive leave up to 21 days per year
Health insurance for employee + spouse & children
Professional and multi-culture working environment"
fwd-vtc:cloud_database_manager,fwd-vtc,Cloud Database Manager,"['Database', 'Oracle', 'Cloud']","Long Tower, 101-103 Nguyen Cuu Van, Binh Thanh Dist., HCMC, Binh Thanh, Ho Chi Minh",#N/A,"Lead the Database team for management and support of FWD Group IT Network and services availability, and ensure the service is meet SLA Standard
Lead the Database TIM team to manage and support IT infrastructure projects
Support cloud adoption with the cloud adoption with the delivery team aligning to the Technology Strategy
Designing/managing/implementing on Azure SQL Server databases and Mongo DB
Manage implementation of databases to support business applications.
Carry out database system maintenance including troubleshooting, performance monitoring and tuning.
Perform database server installation/patching/upgrade.
Prepare database system performance report according to the guideline.
Ensure the Database System infrastructure are fulfil compliance/security requirement
Evaluates new products or services and suggests changes to existing products or services to enhance the operation of services
Assists in conducting DR Drill and BCP process
Assist in Vendor and Contract Management to support Database
More than 8 years of relevant experience which 3 years in managerial level
Strong problem solving, management and analytical skills with in-depth knowledge of Database administration, backup & recovery, performance monitoring and tuning, database monitoring, data replication and database encryption.
Strong knowledge on various vendor products such as Oracle 11g/12c, MS SQL 2012/2016, Azure SQL, Mongo DB
Excellent communication, interpersonal and leaderships skill, and able to work under pressure.
Understanding of IT operation of Insurance Company
Good command of written and spoken English
Degree holder in Computer Science/Information Technology or equivalent
ITIL foundation certification with relevant experience in this area
Holder of professional qualification(s) preferred e.g. OCP and MCSE (Database Platform)
Project management skill is preferred.
Attractive salary and benefits
Extensive leave up to 21 days per year
Health insurance for employee + spouse & children
Professional and multi-culture working environment"
fwd-vtc:manual_qaqc_engineer,fwd-vtc,Manual QA/QC Engineer,"['QA QC', 'Tester', 'Automation Test']","Long Tower, 101-103 Nguyen Cuu Van, Binh Thanh Dist., HCMC, Binh Thanh, Ho Chi Minh",#N/A,"You will be responsible for ensuring the quality of our insurance products and processes by conducting manual quality control checks and implementing quality improvement initiatives.
Collaborate with business stakeholders to understand requirements and develop test plans that meet business needs.
You will also have the opportunity to learn and grow into automation QC, working with our automation team to develop and implement automated testing scripts.
Carry out testing tasks within project timeline and under quality assurance guideline.
Analyze test results, identify bugs, and present findings to the development team
Develop automation testing tools and platforms to improve testing efficiency and generate test reports.
Able to analyze and monitor defects with RCA.
Identify the changes and business impact in testing report.
Work with IT team and BA to assure system stable and IT delivery quality under user required.
Interacting with FWD Group Office and Business Units IT or Users to solve the various issues they face and updating on the situation.
Provide ad-hoc support when required
2+ years of experience in manual quality control or testing in an insurance or financial services industry.
Strong understanding of software testing principles, methodologies, and tools.
Experience in creating test plans, test cases, and test scripts to ensure comprehensive testing of products and processes.
Willingness to learn automation testing tools and technologies (e.g., Selenium, Appium).
Attention to details with good problem solving and analytical skills
Good communication and interpersonal skills
Agile delivery experience in large projects
Proficient in JIRA, Confluence and MS Office, etc.
Detail-minded and responsible.
Good command of English communication
Bachelor's or higher in Information Technology, Computer Science, Statistics, or similar is preferred
Knowledge of test tools like Selenium, Appium, JMeter, Load Runner, Mobile Testing tools, etc
Experience in current mainstream UI automation testing tools and frameworks, such as Selenium, Appium, Unittest, Pytest, etc.
Attractive salary and benefits
Extensive leave up to 21 days per year
Health insurance for employee + spouse & children
Professional and multi-culture working environment"
